"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2015,"April 2015","Exports","Netherlands",303,22,28,"Other countries"
2015,"March 2015","Exports","Estonia",303,58,497,"Other countries"
2015,"November 2015","Exports","Netherlands",303,48,54,"Other countries"
2015,"November 2015","Imports","Netherlands",303,255684,838904,"Other countries"
2015,"July 2015","Imports","Netherlands",303,417943,1306130,"Other countries"
2015,"December 2015","Exports","Netherlands",303,27925,17991,"Other countries"
2015,"September 2015","Exports","Netherlands",303,62,58,"Other countries"
2015,"August 2015","Imports","Estonia",303,1180,1314,"Other countries"
2015,"June 2015","Exports","Rep. of Korea",303,351189,595463,"Other countries"
2015,"February 2015","Imports","Rep. of Korea",303,14730404,23072080,"Other countries"
2015,"September 2015","Imports","Rep. of Korea",303,17235379,27502030,"Other countries"
2015,"January 2015","Exports","Rep. of Korea",303,177971,247491,"Other countries"
2015,"January 2015","Imports","Kyrgyzstan",303,337165,366155,"Other countries"
2015,"August 2015","Imports","Kyrgyzstan",303,404059,544379,"Other countries"
2015,"March 2015","Imports","Rep. of Korea",303,24232063,39415675,"Other countries"
2015,"April 2015","Imports","Kyrgyzstan",303,227545,332292,"Other countries"
2015,"October 2015","Exports","Rep. of Korea",303,85230,108930,"Other countries"
2015,"February 2015","Imports","Kyrgyzstan",303,266365,372709,"Other countries"
2015,"August 2015","Exports","Rep. of Korea",303,307023,283336,"Other countries"
2015,"May 2015","Imports","Rep. of Korea",303,18754177,34043978,"Other countries"
2015,"May 2015","Exports","Rep. of Korea",303,764981,1003393,"Other countries"
2015,"September 2015","Exports","Rep. of Korea",303,168414,190104,"Other countries"
2015,"June 2015","Imports","Kyrgyzstan",303,454697,660010,"Other countries"
2015,"February 2015","Imports","Czech Rep.",303,230,1312,"Other countries"
2015,"October 2015","Imports","Poland",303,609083,1903842,"Other countries"
2015,"December 2015","Imports","Turkey",303,17700,62965,"Other countries"
2015,"October 2015","Imports","Azerbaijan",303,41582,39614,"Other countries"
2015,"April 2015","Exports","Turkey",303,201039,853056,"Other countries"
2015,"May 2015","Imports","Poland",303,856944,2713370,"Other countries"
2015,"October 2015","Exports","Iceland",303,115200,135520,"Other countries"
2015,"March 2015","Exports","Iceland",303,7608757,9217005,"Other countries"
2015,"January 2015","Imports","Poland",303,741184,2402119,"Other countries"
2015,"March 2015","Imports","Iceland",303,324,1454,"Other countries"
2015,"August 2015","Exports","Belarus",303,511443,473400,"Other countries"
2015,"October 2015","Exports","Belarus",303,281181,471900,"Other countries"
2015,"November 2015","Exports","Belarus",303,311113,414800,"Other countries"
2015,"April 2015","Imports","Lithuania",303,203592,635376,"Other countries"
2015,"October 2015","Imports","Lithuania",303,256460,805342,"Other countries"
2015,"November 2015","Imports","Belarus",303,2828955,3993400,"Other countries"
2015,"November 2015","Imports","Lithuania",303,186341,583809,"Other countries"
2015,"June 2015","Imports","Belarus",303,3208642,2454700,"Other countries"
2015,"March 2015","Exports","Belarus",303,128334,226900,"Other countries"
2015,"September 2015","Imports","Belarus",303,2714197,3338500,"Other countries"
2015,"April 2015","Exports","Latvia",303,19800,6045,"Other countries"
2015,"June 2015","Exports","Belarus",303,366331,315200,"Other countries"
2015,"February 2015","Imports","Belarus",303,2310521,2997300,"Other countries"
2015,"May 2015","Imports","Lithuania",303,73593,261325,"Other countries"
2015,"July 2015","Imports","Lithuania",303,554241,1832951,"Other countries"
2015,"December 2015","Imports","Lithuania",303,243330,821866,"Other countries"
2015,"June 2015","Imports","France",303,3000,21664,"Other countries"
2015,"March 2015","Imports","Lithuania",303,298635,921662,"Other countries"
2015,"July 2015","Exports","Belarus",303,494915,552300,"Other countries"
2015,"January 2015","Exports","Belarus",303,114927,186900,"Other countries"
2015,"August 2015","Imports","Lithuania",303,445533,1486929,"Other countries"
2015,"August 2015","Imports","Spain",303,13000,30409,"Other countries"
2015,"February 2015","Imports","Spain",303,135100,347662,"Other countries"
2015,"February 2015","Exports","Finland",303,5,161,"Other countries"
2015,"December 2015","Imports","Estonia",303,3900,4878,"Other countries"
2015,"June 2015","Exports","Netherlands",303,59,78,"Other countries"
2015,"July 2015","Exports","Norway",303,17242,26581,"Other countries"
2015,"March 2015","Imports","Norway",303,2603544,7427362,"Other countries"
2015,"October 2015","Exports","Norway",303,409208,987576,"Other countries"
2015,"August 2015","Re-exports","China, Hong Kong SAR",303,217382,239318,"Other countries"
2015,"November 2015","Imports","Spain",303,25383,82822,"Other countries"
2015,"October 2015","Imports","Norway",303,332170,933856,"Other countries"
2015,"July 2015","Imports","China, Hong Kong SAR",303,17850,186810,"Other countries"
2015,"October 2015","Imports","China, Hong Kong SAR",303,54740,83631,"Other countries"
2015,"May 2015","Re-exports","China, Hong Kong SAR",303,216194,257234,"Other countries"
2015,"September 2015","Exports","China, Hong Kong SAR",303,88323,298656,"Other countries"
2015,"July 2015","Imports","Norway",303,496164,1478143,"Other countries"
2015,"June 2015","Re-exports","China, Hong Kong SAR",303,51356,67787,"Other countries"
2015,"April 2015","Re-exports","China, Hong Kong SAR",303,26000,37574,"Other countries"
2015,"February 2015","Imports","Norway",303,1602240,4812391,"Other countries"
2015,"December 2015","Imports","Spain",303,33200,126945,"Other countries"
2015,"February 2015","Exports","China, Hong Kong SAR",303,318557,375563,"Other countries"
2015,"May 2015","Exports","China, Hong Kong SAR",303,216194,257234,"Other countries"
2015,"August 2015","Exports","China, Hong Kong SAR",303,217382,239318,"Other countries"
2015,"December 2015","Exports","New Zealand",303,238583,349755,"Other countries"
2015,"July 2015","Exports","New Zealand",303,685463,1075232,"Other countries"
2015,"February 2015","Imports","Greece",303,10001,35429,"Other countries"
2015,"March 2015","Exports","New Zealand",303,450055,700234,"Other countries"
2015,"October 2015","Exports","New Zealand",303,266763,408699,"Other countries"
2015,"September 2015","Exports","New Zealand",303,187279,356379,"Other countries"
2015,"March 2015","Imports","Japan",303,3068961,13181714,"Other countries"
2015,"July 2015","Imports","Denmark",303,576475,1962584,"Other countries"
2015,"November 2015","Imports","Denmark",303,369305,1239190,"Other countries"
2015,"September 2015","Imports","Denmark",303,864525,3290566,"Other countries"
2015,"November 2015","Exports","Thailand",303,5300,20701,"Other countries"
2015,"June 2015","Imports","Thailand",303,232410,741587,"Other countries"
2015,"January 2015","Imports","Denmark",303,40992,153824,"Other countries"
2015,"November 2015","Imports","Japan",303,7704851,51382725,"Other countries"
2015,"September 2015","Exports","Armenia",303,13500,47321,"Other countries"
2015,"July 2015","Imports","Japan",303,6420064,37119091,"Other countries"
2015,"October 2015","Exports","Denmark",303,2480194,3357802,"Other countries"
2015,"April 2015","Imports","Thailand",303,1475161,2735020,"Other countries"
2015,"July 2015","Imports","Côte d'Ivoire",303,1293320,1738166,"Other countries"
2015,"November 2015","Imports","Thailand",303,235758,1223746,"Other countries"
2015,"April 2015","Imports","Australia",303,816,3797,"Other countries"
2015,"February 2015","Imports","Côte d'Ivoire",303,592666,509799,"Other countries"
2015,"July 2015","Imports","Australia",303,1100,5505,"Other countries"
2015,"March 2015","Exports","Morocco",303,1033404,995727,"Other countries"
2015,"November 2015","Imports","Singapore",303,70,425,"Other countries"
2015,"August 2015","Exports","Morocco",303,832608,872051,"Other countries"
2015,"June 2015","Imports","Germany",303,4800,42992,"Other countries"
2015,"May 2015","Imports","Singapore",303,120,1793,"Other countries"
2015,"March 2015","Exports","",303,269113,475698,"Other countries"
2015,"September 2015","Imports","Germany",303,987,1103,"Other countries"
2015,"February 2015","Imports","Germany",303,9000,35495,"Other countries"
2015,"September 2015","Imports","Slovakia",303,344,3222,"Other countries"
2015,"June 2015","Exports","Singapore",303,25000,84953,"Other countries"
2015,"February 2015","Imports","Slovakia",303,225,2320,"Other countries"
2015,"April 2015","Imports","Mozambique",303,83460,69994,"Other countries"
2015,"April 2015","Imports","Slovakia",303,394,3653,"Other countries"
2015,"July 2015","Imports","",303,479309,2783733,"Other countries"
2015,"December 2015","Exports","Singapore",303,99980,255235,"Other countries"
2015,"November 2015","Imports","Canada",303,654334,2820509,"Other countries"
2015,"January 2015","Exports","",303,97862,204797,"Other countries"
2015,"August 2015","Imports","Canada",303,483172,698057,"Other countries"
2015,"July 2015","Imports","Canada",303,13260,43108,"Other countries"
2015,"February 2015","Imports","Singapore",303,70,2264,"Other countries"
2015,"February 2015","Exports","Kazakhstan",303,245056,55319,"Other countries"
2015,"September 2015","Imports","Kazakhstan",303,287138,442555,"Other countries"
2015,"May 2015","Imports","United Kingdom",303,135449,437041,"Other countries"
2015,"July 2015","Exports","Kazakhstan",303,394650,141545,"Other countries"
2015,"July 2015","Imports","United Kingdom",303,402920,1374946,"Other countries"
2015,"February 2015","Imports","Kazakhstan",303,589436,807901,"Other countries"
2015,"June 2015","Imports","Kazakhstan",303,228928,358548,"Other countries"
2015,"October 2015","Exports","Kazakhstan",303,578083,173827,"Other countries"
2015,"April 2015","Imports","United Kingdom",303,876642,2323989,"Other countries"
2015,"September 2015","Imports","United Kingdom",303,279370,728748,"Other countries"
2015,"November 2015","Imports","United Kingdom",303,456365,1367277,"Other countries"
2015,"June 2015","Imports","Portugal",303,1311399,4179185,"Other countries"
2015,"June 2015","Exports","Kazakhstan",303,496498,173536,"Other countries"
2015,"March 2015","Imports","Kazakhstan",303,596168,924597,"Other countries"
2015,"September 2015","Exports","Kazakhstan",303,447607,173199,"Other countries"
2015,"August 2015","Imports","Kazakhstan",303,253741,350719,"Other countries"
2015,"December 2015","Imports","United Kingdom",303,260595,851401,"Other countries"
2015,"November 2015","Imports","Kazakhstan",303,452641,621207,"Other countries"
2015,"November 2015","Exports","Kazakhstan",303,506556,197073,"Other countries"
2015,"August 2015","Imports","United Kingdom",303,85038,285304,"Other countries"
2015,"February 2015","Imports","United Kingdom",303,498361,1699122,"Other countries"
2015,"July 2015","Imports","Kazakhstan",303,241203,326872,"Other countries"
2015,"January 2015","Imports","China, Hong Kong SAR",303,24270,257821,"Other countries"
2015,"October 2015","Re-exports","China, Hong Kong SAR",303,54740,83631,"Other countries"
2015,"June 2015","Exports","China, Hong Kong SAR",303,51356,67787,"Other countries"
2015,"May 2015","Imports","Norway",303,1658954,3951455,"Other countries"
2015,"April 2015","Imports","Norway",303,1997591,4921942,"Other countries"
2015,"April 2015","Exports","China, Hong Kong SAR",303,26000,37574,"Other countries"
2015,"November 2015","Imports","Norway",303,52420,155045,"Other countries"
2015,"November 2015","Exports","China, Hong Kong SAR",303,19654,85209,"Other countries"
2015,"January 2015","Imports","Norway",303,129512,376197,"Other countries"
2015,"October 2015","Exports","Armenia",303,1560,5753,"Other countries"
2015,"March 2015","Imports","Côte d'Ivoire",303,957126,839848,"Other countries"
2015,"April 2015","Imports","Armenia",303,606,1408,"Other countries"
2015,"May 2015","Imports","Australia",303,544,2766,"Other countries"
2015,"February 2015","Imports","Benin",303,125000,16669,"Other countries"
2015,"September 2015","Exports","Denmark",303,2117692,2623554,"Other countries"
2015,"June 2015","Imports","Japan",303,7528753,41269667,"Other countries"
2015,"December 2015","Exports","Armenia",303,3070,11670,"Other countries"
2015,"February 2015","Imports","Thailand",303,961880,2362313,"Other countries"
2015,"November 2015","Exports","Denmark",303,1608565,1866211,"Other countries"
2015,"February 2015","Imports","Japan",303,3042405,11112107,"Other countries"
2015,"November 2015","Exports","Japan",303,701802,673993,"Other countries"
2015,"August 2015","Imports","Japan",303,7847964,42072339,"Other countries"
2015,"September 2015","Imports","Thailand",303,410838,2218772,"Other countries"
2015,"October 2015","Imports","Japan",303,10559821,48511336,"Other countries"
2015,"February 2015","Exports","Japan",303,1164525,990042,"Other countries"
2015,"January 2015","Imports","Thailand",303,470347,2294509,"Other countries"
2015,"March 2015","Exports","Japan",303,1288585,1154723,"Other countries"
2015,"August 2015","Exports","Japan",303,110045,114056,"Other countries"
2015,"April 2015","Imports","Japan",303,7875678,44782697,"Other countries"
2015,"August 2015","Imports","Thailand",303,362686,1088845,"Other countries"
2015,"December 2015","Imports","Thailand",303,288411,1418794,"Other countries"
